pBrand,pCategory,pModel,pTitle,pURL,price,rDate,rRating,rText,rTitle,rURL,rUser,siteCode
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,16-Feb-17," 4.4
 out of
 5
","Use a 14-gauge extension cord instead!
When you add this lawnmower to your shopping cart, Home Depot (even Amazon) will also suggest that you purchase a 100 feet 16-gauge extension cord in order to use this lawnmower if you do not yet have one. You should not buy the suggested 16-gauge extension cord just to use this lawnmower.
The manual, even the manufacture's website, said that you should use a 14-gauge extension cord instead. Why, using the 16-gauge extension cord may cause this lawnmower to under perform at lawn mowing and may cause the motor to overheat, which is an $100 investment you may not want to risk.","Use a 14-gauge extension cord instead! When you add this lawnmower to your shopping cart, Home De...",http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,beev,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,28-Feb-17," 4.4
 out of
 5
","It is easy to operate and being a senior citizen it is easy to push around the yard, storage is a breeze and the grass catcher is so easy to operate. I recommend to young and older alike. Great lawnmower.","It is easy to operate and being a senior citizen it is easy to push around the yard, storage is ...",http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,David,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,28-Feb-17," 4.4
 out of
 5
","Good size mower for my yard. Very easy to put together. Easy to adjust height. Very lightweight, almost too light. Great price.",Good size mower for my yard. Very easy to...,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,Fred,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,28-Feb-17," 4.4
 out of
 5
","This mower is fantastic, it is easy to assemble and easy to operate in fact it is fun","This mower is fantastic, it is easy to assemble...",http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,TG2317,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,28-Feb-17," 4.4
 out of
 5
",I like this mowerits perfect for a little yard like mine,Electric lawn mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,Gary821,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,21-Feb-17," 4.4
 out of
 5
","we have always used the gas powered lawnmowers, and they keep breaking down after a year or so, I needed something simple and small that I could keep in garage, it is so easy to use and worked great for me as I am taking over this chore now that my son is working full time.","we have always used the gas powered lawnmowers, and they keep breaking down after a year or so, ...",http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,zenaprincess,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,23-Feb-17," 4.4
 out of
 5
",Good machine for the price. The machine really do the job.,My Elect Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,Walterjose,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,2-Nov-16," 3.6
 out of
 5
","Great mower at a great price. Easy to assemble, pretty much ready to go right out of the box.","Great mower at a great price. Easy to assemble, pretty much ready to go right out of the box.",http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,GuyinNewEngland,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,27-Feb-17," 3.6
 out of
 5
","Horrible product! Does not work. I have had numerous problems with this lawn mower. It does not start up, seems to be a serious problem with this model. Look at the other reviews before you waste $200.00 on a giant paper weight.",Horrible product! Does not work. I have had numerous problems with this lawn mower. It does not s...,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Mike,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,25-Feb-17," 3.6
 out of
 5
",Last only one season. Cannot start after winter. Disappointed for the price paid.,Last only one season. Cannot start after winter. Disappointed for the price paid.,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,zhen,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,7-Feb-17," 3.6
 out of
 5
"," I've read many reviews about this mower. I bought it and after one summer it wouldn't start. I changed the air filter and spark plug but still nothing. I use regular unleaded gas that uses ethanol. Biggest problem for small engines is ethanol because it will clog up the carburetor. I watched a YouTube video on how to clean this model lawnmower carburetor. I'm not exactly mechanically inclined but I followed it step by step. It's really easy to clean one. I spent $4 on carb/choke cleaner and when I put it back together the lawnmower started up on the first pull. It runs great. If you can get ethanol free gas, buy it. I was planning on spending about $350-$400 on a new lawnmower but no need. If it stops running clean the carburetor. I hope this might help someone who might be in the situation I was in.",Please Read if engine stops working!!!!!,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Kevin,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,21-Feb-17," 3.6
 out of
 5
",Totally worth the money and would recommend to anyone on a budget,Great,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Mojo,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,15-Feb-17," 3.6
 out of
 5
","An excellant mower, didn't slow down on tall patches. Easz to manuver, rolls easy with the larg wheels.
Started on the first pull","An excellant mower, didn't slow down on tall patches. Easz to manuver, rolls easy with the larg w...",http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Gary,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,18-Feb-17," 3.6
 out of
 5
"," We read all the reviews and bought this mower anyway. It's always a hit or miss with anything right? I trust no reviews where the person has only had the products a month or two. So, after less than a year, bought in summer 2016, now it's verging on spring 2017 and the mower doesn't start. Read more reviews after changing the spark plug and it still didn't start. So, now we're out buying carb/choke cleaner to clean the carburetor after we watch a you.tube video to learn how to do it. It seems like a lot of work for something that we haven't even owned a year yet. My last mower lasted 15 years with me only adding gas, oil and cleaning the filter. Don't think I even changed the spark plug on that thing....ever. So, if you don't mind putting in mechanical time into this thing before you've even owned it a year, go ahead and buy it. Otherwise, it's a piece of junk but then I guess all these newer motors are since none of them can handle the new gasoline that we're forced to buy. You'd think if the gas changes and they modify our car/truck engines to adapt, that they would catch on when making lawn mower engines. No, apparently not. We still don't know if it will start working again, so as of right now, it doesn't start....less than a year. So, for review guideline purposes, what features stand out most? the one where it doesn't work! What do I like/dislike about it? dislike that it doesn't work! How long have I owned it, more than 6 months, less than 12 months. Does it meet my expectations? Uh, NO!",We read all the reviews and bought this mower anyway. It's always a hit or miss with anything rig...,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Disappointed,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,12-Feb-17," 3.6
 out of
 5
",I only used the mower 2 times and now it doesn't start waste of money and time need my money back,Waste of money don't buy it,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Jay,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,17-Jan-17," 4.7
 out of
 5
","good for the price,","good for the price, ...",http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,puppy,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,20-Feb-17," 4.7
 out of
 5
","I am totally blown away by the picture quality. Replaced a 10 year Sharp Aquos 46"" LCD. It looks as though you can actually see real depth behind and around people and objects. The WIFI is very intuitive. Found the router without hesitation and synced immediately with it. No lag when streaming from internet. Picture was great out of the box. Was able to adjust sound for the TV speakers to sound pretty decent. Plays well with HULU and NETFLIX. Internet browser can be a little slow taking input. The only negative I have encountered is not being able to use a wireless mouse and keyboard with it.",Best Picture Ever,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,gcowansr,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,23-Feb-17," 4.7
 out of
 5
","great picture ,great sound for the price. Great for the price",clean Picture,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,ciscom,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,21-Feb-17," 4.7
 out of
 5
","Very nice tv with good color, however when purchased there was no tv stand in the box but other than that it's great",Awesome tv,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,Davidsonusn,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,3-Jan-17," 4.7
 out of
 5
","Well owned a J6200 from a year ago and decided to buy 3 more J6200 to finish a plan and 2 of the 3 had bad LCD screens. Send both back and where I bought them they sent 2 65 inch J6200's in place of the 2 bad 60 inch TV's. Of course I had to pay for them. The 1st 65 inch came in and wouldn't power up so had to replace that one. So finally after 6 TV's, 2 bad LCD's and 1 that didn't power up I finally got my 3 TV's after allot of hassle, time and aggravation.. Also talked to a Samsung repair guy for this area that works for a company that services Samsung TV's for Samsung and he said we have allot a problems with LCD's on the J6200 models...",Holdingurbreath,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,Holdurbreath,HD
